Category,tags,Title,Product Url,Primary Industries Icones,Features,Images Url,Standards - Text,Standards - Icons Urls,Applications,Download Documments,Product Details - Product Name,Product Details - Material,Product Details - Liner,Product Details - Grip,Product Details - Cuff,Product Details - Sizes,Product Details - Length /mm,Product Details - Thickness* (mm) / Weight* (g),Product Details - Colours,Product Details - Finish,Product Details - Ratings Icons,Product Details - Text,Product Details - Gauge/ gg,Product Details - Length / inches,Product Details - Length,Product Details - Product Type,Product Details - Type,Product Details - Shape,Product Details - Surface,Product Details - Class Type,Product Details - Marking tag color,Product Details - Cuff profile,Product Details - Length inches,Product Details - Thickness(max) mm,Product Details - Color,Product Details - Size range,Product Details - PPE Category,Product Details - Proof test voltage AC (V),"Product Details - Maximum working
voltage AC (V)",Product Details - Withstand voltage AC (V),Product Details - Category,Product Details - Arc Flash (EN61482-1-2),Product Details - Grip/Finish,Product Details - Colours Options,Product Details - Gauge (gge),Product Details - Cuffs,Product Details - ,Product Details - Material- Palm,Product Details - Material- Back of Palm,Product Details - Coating
"Categories: All products, Supported",,Hand-it,https://www.dplgroup.com/product/hand-it/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Food.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Fully coated for extra protection
2 Piece liner without seams in the working areas eliminates hand irritation
Extended gauntlet cuff to protect forearm
Anatomically shaped to provide good fit
Cotton interlock liner absorbs perspiration and improves comfort
Liquid proof for use in wet conditions
Safe for food handling
",https://www.dplgroup.com/wp-content/uploads/2021/11/Hand-it-copy-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Hand-it-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Janitorial
DIY Activities
Light Industry
Abrasive Materials Handling
Food processing
",https://www.dplgroup.com/wp-content/uploads/2022/01/Hold-it.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/DOC-Hand-It.pdf ,Hand-it,Natural Rubber,Cotton Interlock,Smooth,Gauntlet,"6, 7, 8, 9, 10",300,1.25,Blue,Smooth Finish,https://www.dplgroup.com/wp-content/uploads/2022/02/EN-388-01-238x300.png https://www.dplgroup.com/wp-content/uploads/2022/01/EN-407-Aklmnpst.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-407-238x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Unsupported",,Herbal Range,https://www.dplgroup.com/product/herbal-range/,https://www.dplgroup.com/wp-content/uploads/2021/12/Household.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg ,"
Inner surface treated with pure natural Herb extracts
Comes in 4 different aromas: Aromatic Cinnamon(Brown), Divine Lotus(Red), Wild Jasmine(Green), Royal Sandalwood(Orange)
Pure cotton flock lining to absorb perspiration
Anatomically shaped for comfort
Anti-slip pattern for good grip in wet and dry conditions
",https://www.dplgroup.com/wp-content/uploads/2022/02/divine-lotus-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/aromatic-cinnamon-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Herbal-Range-Royal-Sandlewood-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Wild-Jasmine-copy-150x150.jpg ,"
PPE Regulation (EU) 2016/425
ASTM D4679 of 2002
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg ,"
Agriculture
Household
Facility Maintenance
Beauty Culture
",,Divine Lotus,"Natural Rubber, Lotus Herb",Cotton Flock lined,Honeycomb,"Straight, Pinked","6-6.5, 7-7.5, 8-8.5, 9-9.5 & XL",300 (12),0.45 (18 mil),Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Hold-it,https://www.dplgroup.com/product/hold-it/,https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Gardening.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Agriculture-and-Farming.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Suede finished palm for safe handling and good grip
Extended gauntlet cuff to protect the forearm
2 Piece liner without seams in the working areas eliminates hand irritation
Fully coated for extra protection
Liquid proof for use in wet conditions
Anatomically shaped to provide a good fit
Safe for food handling
",https://www.dplgroup.com/wp-content/uploads/2021/11/hold-it-copy-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Hold-It-copy-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-ISO-374-5-2016.jpg ,"
Janitorial
DIY Activities
Light Industry
Food processing
",https://www.dplgroup.com/wp-content/uploads/2022/01/Hold-it.pdf https://www.dplgroup.com/wp-content/uploads/2022/01/Hold-It.pdf ,Hold-it,Natural Rubber,Cotton Interlock,Suede,Gauntlet,"6, 7, 8, 9, 10",300,1.40,Blue on Blue,Suede Finish,https://www.dplgroup.com/wp-content/uploads/2022/02/EN-388-2-238x300.png https://www.dplgroup.com/wp-content/uploads/2022/01/EN-407-Aklmnpst.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/EN-407-238x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Impact H3,https://www.dplgroup.com/product/impact-h3/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
TDM Cut Resistance Level “B”
Back of Palm impact Protection for hazardous environments
Nitrile foam coating acts as a cushion to absorb vibrations
Excellent dexterity and sensitivity
",https://www.dplgroup.com/wp-content/uploads/2021/11/impact-H3-150x150.jpg ,"
 PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L1-300x217.png ,"
Construction
Meat processing
Recycling
Logistics and warehousing where moderate cut resistance is needed
Handling of corrugated sheets and ceramics
Refuse collection
",https://www.dplgroup.com/wp-content/uploads/2022/01/Impact-H3.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Xtralite-H3-Impact-H3-1.pdf ,Impact H3,Nitrile Rubber,HPPE,"Micro Foam with
Back of Palm
Protection",Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,"Black coating on Black
and White liner",Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-238x300.png ,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Impact H5,https://www.dplgroup.com/product/impact-h5/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
TDM Cut Resistance Level “D”
Back of Palm impact Protection for hazardous environments
Nitrile foam coating acts as a cushion to absorb vibrations
Excellent dexterity and sensitivity
",https://www.dplgroup.com/wp-content/uploads/2021/11/impact-H5-1-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-H5-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2022/02/CE-logo.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L1-300x217.png ,"
Construction
Food Industry,
Recycling
Refuse Collection
Handling of corrugated sheets and ceramics
Logistics and warehousing where moderate cut resistance is needed
Oil and Mining Industry
",https://www.dplgroup.com/wp-content/uploads/2022/01/Impact-H5.pdf ,Impact H5,Nitrile Rubber,HPPE composite,Micro Foam with Back of Palm Protection,Normal/Machine Overlocked,"7, 8, 9, 10, 11, 12",,,Black coating on Black and White liner,Palm coated,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-1-242x300.png ,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Impact lite,https://www.dplgroup.com/product/impact-lite/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Back of Palm impact Protection for hazardous environments
Nitrile foam coating acts as a cushion to absorb vibrations
Excellent dexterity and sensitivity
Nylon/Spandex liner for excellent dexterity
",https://www.dplgroup.com/wp-content/uploads/2021/11/impact-lite-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L1-300x217.png ,"
DIY work
Automotive assembly
Handling of small components
Finishing and Inspection
Handling tools and instruments in aerospace and defense industries
Electrical wiring operations
Logistics and warehousing
Airport security and baggage handling
Gaming
Construction, road and rail road works
",,Impact Lite,Nitrile Rubber,Nylon/Spandex,Micro Foam with Back of Palm Protection,Normal/Machine Overlocked,"6, 7, 8, 9, 10, 11, 12",,,Black coating on Grey liner,Palm coated,,EN 388- 4131XP,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Impact Ultra A2 (Eco),https://www.dplgroup.com/product/impact-ultra-hb-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
Back of Palm impact Protection for hazardous environments
ANSI Cut Resistance Level “A2”
TDM cut resistance level “B”
Micro foam structure for superior grip in wet and dry conditions
Sponge Nitrile coating acts as a cushion to absorb vibrations
Ultra thin coating for higher dexterity and sensitivity
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/impact-Ultra-A2--150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-Ultra-A2-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L1-300x217.png ,"
Construction
Food Industry
Recycling
Logistics and Warehousing Where Moderate Cut Resistance is Needed
Handling of Corrugated Sheets and Ceramics
Refuse Collection
",,Impact Ultra A2,Nitrile,HPPE/Glass/Nylon/Spandex,,Normal/Machine Overlocked,,,,,,,EN 388- 4X31BP,18.0,,,,,,,,,,,,,,,,,,,,Micro Foam with Back of Palm Protection,Black coating on Green and Black liner,,,,,,
"Categories: All products, Supported",,Impact Ultra A3 (Eco),https://www.dplgroup.com/product/impact-ultra-hc-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
Back of Palm impact Protection for hazardous environments
ANSI Cut Resistance Level “A3”
TDM cut resistance level “C”
Micro foam structure for superior grip in wet and dry conditions
Sponge Nitrile coating acts as a cushion to absorb vibrations
Ultra thin coating for higher dexterity and sensitivity
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/impact-Ultra-A3-150x150.jpg ,,https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L1-300x217.png ,"
Construction
Food Industry
Recycling
Logistics and Warehousing Where Moderate Cut Resistance is Needed
Handling of Corrugated Sheets and Ceramics
Refuse Collection
",,Impact Ultra A3,Nitrile,HPPE/Glass/Nylon/Spandex,,Normal/Machine Overlocked,,,,,,,EN 388- 4X43CP,18.0,,,,,,,,,,,,,,,,,,,,Micro Foam with Back of Palm Protection,Black coating on Green and Black liner,,,,,,
"Categories: All products, Supported",,Impact Ultra A4 (Eco),https://www.dplgroup.com/product/impact-ultra-hd-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
Back of Palm impact Protection for hazardous environments
ANSI Cut Resistance Level “A4”
TDM cut resistance level “D”
Micro foam structure for superior grip in wet and dry conditions
Sponge Nitrile coating acts as a cushion to absorb vibrations
Ultra thin coating for higher dexterity and sensitivity
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-ultra-HD-Back-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L2-300x217.png ,"
Oil and Gas Industry
Mining
Road Construction
Steel and Glass Industry
Refuse Collection
",,Impact Ultra A4,Nitrile,HPPE/ Stainless steel/Polyester and Spandex,,Normal/Machine Overlocked,,,,,,,EN 388- 4X42DP,15.0,,,,,,,,,,,,,,,,,,,,Micro Foam with Back of Palm Protection,Black on Grey liner,,,,,,
"Categories: All products, Supported",,Impact Ultra A5 (Eco),https://www.dplgroup.com/product/impact-ultra-he-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg ,"
Sustainable manufacturing with the use of Recycled PET yarn
Back of Palm impact Protection for hazardous environments
ANSI Cut Resistance Level “A5”
TDM cut resistance level “E”
Micro foam structure for superior grip in wet and dry conditions
Sponge Nitrile coating acts as a cushion to absorb vibrations
Ultra thin coating for higher dexterity and sensitivity
The PET yarn has moisture management properties keeping the hands dry and comfortable
A very low carbon footprint value compared to the manufacturing of other yarns such as nylon, polyester and cotton
",https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-Ultra-HE--150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-ultra-A5-scaled-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L2-300x217.png ,"
Oil and Gas Industry
Mining
Road Construction
Steel and Glass Industry
Refuse Collection
",,Impact Ultra A5,Nitrile,HPPE/ Stainless steel/Polyester and Spandex,,,,,,,,,EN 388- 4X42EP,,,,,,,,,,,,,,,,,,,,,Micro Foam with Back of Palm Protection,Black on Orange/Green liner,15.0,Normal/Machine Overlocked,,,,
"Categories: All products, Supported",,Impact Ultra A6,https://www.dplgroup.com/product/impact-ultra-a6/,https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Industrial.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
ANSI Cut Resistance Level “A6”
Back of Palm impact Protection for hazardous environments
Sustainable manufacturing with the use of Recycled PET yarn
Sponge Nitrile coating acts as a cushion to absorb vibrations
Micro foam structure for superior grip in wet and dry conditions
Ultra thin coating for higher dexterity and sensitivity
Low absorption of oil-based liquids
",https://www.dplgroup.com/wp-content/uploads/2021/11/Impact-Ultra-A6-Back-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/11/CE-logo-new-294x300.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/Book-e1643276242604.jpg https://www.dplgroup.com/wp-content/uploads/2022/01/ECO-RPET-150x150.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/IMPACT-ANSI-L2-300x217.png ,"
Oil and Gas Industry
Mining
Road Construction
Steel and Glass Industry
Refuse Collection
",,Impact Ultra A6,Nitrile,"HPPE/ Tungsten/ Polyester
and Spandex","Micro Foam with Back of
Palm Protection",Normal/Machine Overlocked,"7,8,9,10,11,12",,,Black on Grey liner,,,EN 388- 4X42FP,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Infi-nit,https://www.dplgroup.com/product/infi-nit/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Waste-management.jpg ,"
Two-piece liner without seams in the working area eliminates hand irritation
Special performance thick Nitrile coating
Cotton jersey liner absorbs perspiration and adds to comfort.
Excellent abrasion, blade cut and puncture resistance
Safety cuff allows quick on/quick off and protects wrist area
Available half and full coated
",https://www.dplgroup.com/wp-content/uploads/2021/11/Infinit-150x150.png https://www.dplgroup.com/wp-content/uploads/2021/11/Infinit-Edited-3-150x150.jpg ,"
PPE Regulation (EU) 2016/625
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Galvanizing
Construction
Logistics and Warehousing
Automotive Industry
Assembly and Maintenance
Oil and Gas Industry
",https://www.dplgroup.com/wp-content/uploads/2022/01/Infi-nit.pdf https://www.dplgroup.com/wp-content/uploads/2022/03/Infi-nit.pdf ,Infi-Nit,Nitrile,Cotton Jersey liner,Flat Smooth,Safety Cuff,"8, 9, 10, 11",,1.40mm,Blue,,https://www.dplgroup.com/wp-content/uploads/2021/11/EN-388-02-242x300.png ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories: All products, Supported",,Interface Eco,https://www.dplgroup.com/product/interface-eco-2/,https://www.dplgroup.com/wp-content/uploads/2021/11/Facility-Maintenance.jpg https://www.dplgroup.com/wp-content/uploads/2021/11/Logistics-and-Warehouse.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Automotive-and-Transportation.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Construction.jpg https://www.dplgroup.com/wp-content/uploads/2021/12/Oil-and-Mining.jpg ,"
Coating infused with nanomaterial technology to make it biodegradable
Cotton interlock liner absorbs perspiration and adds to comfort
2 piece liner without seams in the working area eliminates hand irritation
Knit wrist prevents the entry of debris
Low absorbtion of oil based liquids
",https://www.dplgroup.com/wp-content/uploads/2021/11/interface-eco-supported-150x150.jpg ,"
PPE Regulation (EU) 2016/425
",https://www.dplgroup.com/wp-content/uploads/2021/12/CE-logo-new-2.jpg https://www.dplgroup.com/wp-content/uploads/2022/02/Book-e1643276242604.jpg ,"
Automotive industry
Logistics and warehousing
General maintenance work
Metal handling
",,Interface Eco,Nitrile Rubber,Cotton interlock,Flat smooth,Knitwrist,"7, 8, 9, 10, 11",,1 mm,Green,,,EN 388- 3111X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
